,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量
237,5083133117990585,7868406611,啵一杯,https://weibo.com/7868406611,09月27日 08:27,乐词,"#考研#/,ɪntɚ'fɪr/v.介入Donotletwhatyoucannotdointerferewithwhatyoucando.别让你做不到的事，影响到你做得到的事。​",,0,1,0
238,5083133094138777,7533253320,走挺,https://weibo.com/7533253320,09月27日 08:27,iPhone客户端,🏁墨墨背单词打卡Day205💻累计学习单词：6716个📅今日学习单词：100个🕙今日记忆次数：291次🌟今日重点单词：establish[动]建立；确立；制订；使被安排好；使认定；使承认#考研#​,,0,0,0
239,5083132057096432,3814301620,小wang不吃香菜-,https://weibo.com/3814301620,09月27日 08:23,nova7你在焦点在,md烦死，一直背书的地方被人抢了，真恶心，而且这人一直知道我在这背书#考研#​,,0,1,0
240,5083131233439827,5544995268,容大法律硕士考研,https://weibo.com/5544995268,09月27日 08:19,法硕超话,法硕模考免费参加！只要来就免费#考研#法硕超话#法硕##法律硕士##考研倒计时#​,,0,0,0
241,5083131202505930,6738387074,印殇洛辰,https://weibo.com/6738387074,09月27日 08:19,墨墨背单词,💢permeate💢“扑灭它”，弥漫，渗透入森林的大火，要被扑灭#考研##大学生#​,,0,1,0
242,5083131042073821,7397187992,考研动态君,https://weibo.com/7397187992,09月27日 08:19,微博 weibo.com,#考研#开启抢人大战？毕业4.5折购房！#研究生人数超本科卷学历还有出路吗##考研咨询周#​​​开启抢人大战？毕业4.5折购房！​,,0,0,0
243,5083130872464089,5454118316,记得吃早饭_考研版,https://weibo.com/5454118316,09月27日 08:18,墨墨背单词,💢grip💢“鬼来扑”并抓紧你。grip抓住吸引grasp抓住领悟#考研##学习打卡#​,,0,0,0
244,5083128387865441,7686775971,我要成为优秀的大美女,https://weibo.com/7686775971,09月27日 08:08,iPhone客户端,🏁墨墨背单词打卡Day81💻累计学习单词：5960个📅今日学习单词：10个🕙今日记忆次数：21次🌟今日重点单词：mock[动]嘲笑；嘲弄；（模仿）取笑|[形]仿制的；模拟的；虚假的|[名]模拟考试；嘲弄；模仿#考研英语##考研#​,,0,1,0
245,5083127195634233,7187501960,谢漂亮o,https://weibo.com/7187501960,09月27日 08:03,iPhone客户端,许愿后面八十几天少下点雨顶一头湿发到了还要站着晾晾湿屁股#考研#​,,0,1,0
246,5083125229291673,7287261951,陈救驾来迟i,https://weibo.com/7287261951,09月27日 07:55,HUAWEI P30 Pro,天塌了泥马考研自命题的不让带计算器让我心算ln小数吗e的几次幂让我徒手开出来呗考研你别太疯癫#考研##物化#​,,0,1,3
247,5083124755859580,7822716316,词间锦月,https://weibo.com/7822716316,09月27日 07:54,考研超话,考研超话#考研季#有偿找寻844机械工程的专业课资料#考研##决战考研#​,,0,11,1
248,5083122230100941,6667560290,邻居-小王,https://weibo.com/6667560290,09月27日 07:44,荣耀30 Pro 5G,早上提神醒脑的早饭[奋笔疾书][奋笔疾书][奋笔疾书]#早上嚎##考研##考研政治##考研英语#长治·长治医学院​,,0,6,2
249,5083121477486181,5974141742,麦之香学长,https://weibo.com/5974141742,09月27日 07:41,华东交通大学超话,华东交通大学超话华东交通大学考研录取分数线分析，招生计划，考试大纲，想要了解的同学，文件自取哈～#考研##25考研‬##华东交通大学##考研资料##华东交通大学北区#​,,0,1,1
250,5083119995323361,6035473023,Magic_1_,https://weibo.com/6035473023,09月27日 07:35,墨墨背单词,💢descendant💢“第三代”：子女的子女是第三代，是我的“后代”。#考研英语##考研#​,,0,1,0
251,5083119696480749,7726961222,小刘的情绪日记本,https://weibo.com/7726961222,09月27日 07:33,墨墨背单词,🏁墨墨背单词打卡Day9💻累计学习单词：402个📅今日学习单词：104个🕙今日记忆次数：216次🌟今日重点单词：crudeadj.未加工的；粗鲁的；简陋的#考研##自律#​,,0,1,0
252,5083119296448365,5785375340,_徐度原野_,https://weibo.com/5785375340,09月27日 07:32,iPhone客户端,"💢cord💢""拷打""，用绳子拷打犯人#考研##学习打卡#​",,0,0,0
253,5083119225143902,5122425294,2Youth_,https://weibo.com/5122425294,09月27日 07:32,iPhone客户端,💢goabout💢“够饿”到“饱了”一定是开始干了#学习打卡##返校季##英语##考研##背单词#​,,0,1,0
254,5083114965567830,7809382620,光头强的熊_94154,https://weibo.com/7809382620,09月27日 07:15,墨墨背单词,💢plentiful💢plant植物(plent)满full充满了植物，有【充足的】食物#考研##考研英语#​,,0,0,0
255,5083114055402486,7575236803,一个一看就很幽默的网名,https://weibo.com/7575236803,09月27日 07:11,Android,💢expression💢一个字不行一个字的措辞不行，不足以表达#考研##学习#​,,0,0,0
256,5083111247315844,7499315148,考研数学冰冰老师,https://weibo.com/7499315148,09月27日 07:00,考研数学杨超超话,距离2025考研还剩85天！努力刚开始很简单，但是坚持很难！请你坚持下去并全力以赴！大家在碎片时间里可以动手花几分钟做做看哦～冰姐陪你小练各位加油！#考研倒计时##决战考研##冰冰带你学##2025考研##我在微博考研##学习打卡##考研##冰冰带你学#​​​#一起做个题#​​​展开,距离2025考研还剩85天！努力刚开始很简单，但是坚持很难！请你坚持下去并全力以赴！大家在碎片时间里可以动手花几分钟做做看哦～冰姐陪你小练各位加油！#考研倒计时##决战考研##冰冰带你学##2025考研##我在微博考研##学习打卡##考研##冰冰带你学#​​​#一起做个题#​​​考研数学杨超超话,0,6,11
257,5082941365421027,7360696884,鸟山学长,https://weibo.com/7360696884,09月27日 06:28,微博网页版,#25考研##考研#提醒一下备考时间很长的同学，别懈怠，别骄傲，按部就班，沉心静气！这个阶段和下个阶段是放弃的高峰期，大家坚持住稳住，很多人倒在了光明到来的前一夜，我希望看我视频的不会有这样的人！！！要对自己前面的付出负责呀，我的一个本科朋友和班里几个同学就是在考前的一个月突然觉得没​展开,#25考研##考研#提醒一下备考时间很长的同学，别懈怠，别骄傲，按部就班，沉心静气！这个阶段和下个阶段是放弃的高峰期，大家坚持住稳住，很多人倒在了光明到来的前一夜，我希望看我视频的不会有这样的人！！！要对自己前面的付出负责呀，我的一个本科朋友和班里几个同学就是在考前的一个月突然觉得没有可能成功，就自暴自弃，天天窝在宿舍刷剧，打游戏，然后二战了，他们告诉我无业人员的感觉挺难受的！按照我之前得到的消息，好像二战的结果也不是特别乐观。,13,20,200
258,5083086751007299,3141132341,翻译与翻译研究,https://weibo.com/3141132341,09月27日 05:23,高级翻译学院超话,高级翻译学院超话晨课毕。#TEMCATTIMTI##英专四、八级#，#考证#，#考研##原版细读：听书看书品书#2024年09月23日开始新学年第1本。#听力365#Day1482，第212周​​​,,0,0,0
259,5083057302274333,6623289203,四維蘸酱,https://weibo.com/6623289203,09月27日 03:26,iPhone客户端,💢proverb💢破微博一直给我推荐《谚语，格言》#考研#​,,0,0,0
260,5083034158891951,3192301485,好男老师考研加油站,https://weibo.com/3192301485,09月27日 01:54,iPhone客户端,考研读研的性价比正在逐渐降低，考研读研不是唯一的人生选择，但考研读研也是一条值得去走的路，可能是无用的，也可能很有价值，因人而异。现在考研的人也越来越多，研究生扩招也越来越多，很多大学的研究生都已经超过本科生的数量了。可以看到，考研读研带来的价值回报已肉眼可见的速度在下降，想​展开,考研读研的性价比正在逐渐降低，考研读研不是唯一的人生选择，但考研读研也是一条值得去走的路，可能是无用的，也可能很有价值，因人而异。现在考研的人也越来越多，研究生扩招也越来越多，很多大学的研究生都已经超过本科生的数量了。可以看到，考研读研带来的价值回报已肉眼可见的速度在下降，想依靠考研读研来提高就业竞争力、找到更好的工作、获得更好的工资，没有以前那么效果明显了。考研可以让自己达到更高的门槛，有更多选择的机会，但作用有限。需要降低靠考研和读研带来的收益期待，并不是考研读研了，就一定会让自己的人生发生巨大的变化、彻底逆天改命，不会因为考研读研了自己就能找个比本科毕业时工资高几倍的工作，不会因为考研读研了自己在某个专业领域就能变成一个很厉害很牛的人，就一定能能给某个领域、给社会产生很大的价值，因为也只是学了皮毛，毕业后干了和研究生专业毫不相关的工作。单纯就就业而言，就业难易和收入高低等，不仅和学历有关，更和市场环境、经济、运气、个人综合能力等有关。如今，硕士研究生的就业可能比本科生更尴尬，考研、读研，辛苦熬了两三年硕士毕业之后，相比于本科毕业时，投入在读书上学上的金钱精力和时间成本更高了，年纪更大了，自己和家里的就业预期和要求更高了，可能会更高的起点和更多的选择。但研究生毕业后，就业也可能并不那么轻松，能找到的工作机会和收入待遇，可能并没比本科毕业时好很多，甚至还不如本科毕业时能找到的好，研究生学历带来的薪资也没比本科生高太多。因为现在研究生并不像以前那么稀缺了，已经很多研究生了，高端就业市场的人才需求也比较饱和了，而且，决定人生发展、薪资和就业情况的，一方面靠个人努力，也和环境、专业需求等有很大关系，往往天赋、家境、环境、大势和运气等影响更大。考研、读研，辛苦熬了两三年硕士毕业之后，相比于本科毕业时，投入在读书上学上的金钱精力和时间成本更高了，年纪更大了，自己和家里的就业预期和要求更高了，然而能找到的工作可能并没比本科毕业时好很多，甚至可能还不如本科毕业时能找到的好，毕业得好不如毕业得早。在未来，研究生会越来越多，而研究生文凭对求职就业的帮助，可能会越来越小，可以去考研读研，会有很大的益处，但不要对读研所能带来的就业提升有太高的预期，预期越高，失望越大。绝大多数工作，都是要不了研究生文凭就可以做的，读完本科其实就足够用了，只是因为现在大学生太多、优质岗位少，僧多粥少、水涨船高，为了筛人才将招聘文凭门槛要求一步步提高。绝大多数考上研究生的人，也真的不适合做学术，也不是真的就很热爱做研究，只是为了获得一个研究生文凭而已。而读了研之后，受教育的时间金钱等成本肯定更高了，就业期望也变高了，但就业并不会一定更容易，工资不一定更高，符合就业预期的岗位机会不一定会更多。如果大家都蜂拥去考研，其实并不能解决问题，几年之后研究生出来还是一样的就.业不会很简单，研究生很多了，但岗位不一定和研究生的增长速度一样快，大家都读研、都是研究生，等于研究生没有啥优势。所以考研一定要慎重决策，不要盲目从众。除非家里不差钱、可以给解决就业兜底、或者自己竞争力很强不愁找工作，否则考研脱产全身心投入考一次、最多两次，就差不多了，后续若还是很想考，那都是边工作边考会更妥当，千万不要不工作不上班脱产去考很多年，这是很危险的，基本会毁了自己的职业生涯。人生道路千万条，考研只是其中的一条，但考研读研不是人生唯一的道路，也不一定是最好的道路。然而，你觉得我是想说不要考研吗？考研读研这件事，可能是有用的，也可能是无用的，对每个人而言都不同。而如果你只是很想去读，你也觉得你考得上，也认为考上了会给自己的人生带来更多精彩。而你没去考、没去读，那你永远不知道这件事对你到底是不是有价值的，可能会成为你一生难以释怀的执念与遗憾。有选项才有选择，真正考上了、去读了，才会知道是不是真的适合自己，否则都是空想。人这种动物就是很奇怪，好像无论做什么选择，而选择了这条路，可能会后悔，但不选择这条路，你可能会更后悔，尽量不给自己留遗憾。考研读研这件事，功利层面是提高了学历，达到了更高的竞争门槛，有了更宽的选择面，但这只是表面的，这几年的过程其实比结果更重要，经历和体验比学到的书本知识更重要。投入这个过程，享受这个过程，在这个过程中成长与体验，在这几年时间里认识一些优秀的的朋友，收获一些丰富多彩的体验和经历，反复思考和打磨自己的内心，思考自己的人生，在出新手村前积累经验、增长才干，远比最后目标拿到的那个本本有意义。如果有机会有条件、也有热爱的领域，也不是被生活所迫很着急着去工作挣钱，家里有经济条件支持，考研读研的期待也不是一定想要比本科毕业有飞跃式的提升（知识、就业、能力、薪资收入、平台等），也能吃考研读研的苦，想清楚了，决定了，那就去考去读吧。人生短短几十年，别给自己留遗憾。已经考上了的同学，不要轻易退学，沉没成本太高了，在读研期间，一要做到顺利毕业，好好提升就业技能、专业能力、提升核心竞争力。已经考虑好了、决定了今年考的小伙伴，那请你要静下心来，制定明确、可行的行动计划，摒弃杂念、屏蔽外界的声音，不去管它有多少人竞争、不去管它有多难……尽量不让任何外界环境干扰你的心态、计划和状态，接纳并适应变化，全力以赴地专注在这件事上，高度自律、持之以恒、节奏规律地去做，按照自己的计划和节奏不断前进，尽人事而后听天命。切忌三心二意、蜻蜓点水、左右摇摆、半途而废，这样会让自己焦虑痛苦、浪费时间精力还达不成目标，无论是考研还是做其他事，皆是如此。#研究生人数超本科卷学历还有出路吗#国庆节超话#2025考研#加拿大·UniversityofSaskatchewan,1,0,1
261,5083033160384671,3192301485,好男老师考研加油站,https://weibo.com/3192301485,09月27日 01:50,iPhone客户端,Prosperityisagreatteacher;adversityisevengreater.顺境是一位伟大的老师，逆境更是。#2025考研预报名##2025考研##2025考研初试时间公布#加拿大·UniversityofSaskatchewan​,,0,0,1
262,5083029200699923,2621833605,yooooooooohacc,https://weibo.com/2621833605,09月27日 01:34,iPhone客户端,🏁墨墨背单词打卡Day38💻累计学习单词：1000个📅今日学习单词：237个🕙今日记忆次数：646次🌟今日重点单词：upgrade[动]提升；提高；改进|[名]向上的斜坡；增加；改进#考研##学习打卡#​,,0,0,0
263,5083026795004648,6529323356,BOBOFAN111,https://weibo.com/6529323356,09月27日 01:24,iPhone客户端,💢fond💢音似1：疯的，喜欢的疯了音似2:found，终于找到（found）了喜欢的（fond）fond宠爱的；fund基金；bond公债befondof喜欢#考研##学习打卡##返校季#​,,0,1,0
264,5083026102944534,6466818135,肚子橙橙,https://weibo.com/6466818135,09月27日 01:22,墨墨背单词,💢unrecognized💢安瑞克割奶.子的，这件事是【未被承认，为被认出的】#考研##英语#​,,0,0,0
265,5083026065195200,7767931519,东方華子是小福,https://weibo.com/7767931519,09月27日 01:21,墨墨背单词,💢formation💢for没形，要“形成”、“队形”。#考研##学习打卡#​,,0,0,0
266,5083023643248203,1677473244,bltcn,https://weibo.com/1677473244,09月27日 01:12,iPhone客户端,💢benignly💢be（是）nigh（奶奶）当然亲切，恶婆婆除外。#考研##考研英语##学习打卡#​,,0,1,0
267,5083021474530136,7529508452,幼稚园绿洲,https://weibo.com/7529508452,09月27日 01:03,墨墨背单词,💢timidity💢TMD(timidity)你怎么这么胆小…#考研##学习日常#​,,0,1,0
268,5083019675699596,6373076617,upward6373076617,https://weibo.com/6373076617,09月27日 00:56,OPPO Reno6 5G,2024.9.26打卡79天2.数学：1000题线代结束，概率论第一讲上货金：考点梳理英语：阅读单词150复盘3.总结：暂无@老生研路@金融专硕K哥_老生研路@金融专硕K哥的小教鞭#2025考研##考研##金融专硕##431金融专硕##老生研路学习打卡#考研超话金融专硕超话金融专硕考研大本营超话​​​,,0,1,0
269,5083019279074199,7699364524,Kitty_kitty04,https://weibo.com/7699364524,09月27日 00:54,墨墨背单词,💢super💢“苏婆”——是个超级好人！#学习打卡##考研#​,,0,1,0
270,5083017485224490,7650055138,bi_zonne,https://weibo.com/7650055138,09月27日 00:47,iPhone客户端,💢distinctly💢抵死听课特累，这是（无疑地），但（明显地）也只有这样才能把课听（清楚的）。#考研复试##考研##英语#​,,0,1,0
271,5083017293333168,7880067758,啊啊睡觉睡不醒啊_,https://weibo.com/7880067758,09月27日 00:47,iPhone 16 Pro Max,写给自己的日记。今天离考研还有84天，也是我被研究生困住的第449天。我真的好不甘心，当初的没考上。真好疼恨自己浪费时间，真的好累。每天背不完的专业课，背了就忘了。还有英语，我真的好累啊。但是我就是不甘心，我一定要考上。证明自己。我特别想证明给人看，我也很好的。加油，我一定行。​展开,写给自己的日记。今天离考研还有84天，也是我被研究生困住的第449天。我真的好不甘心，当初的没考上。真好疼恨自己浪费时间，真的好累。每天背不完的专业课，背了就忘了。还有英语，我真的好累啊。但是我就是不甘心，我一定要考上。证明自己。我特别想证明给人看，我也很好的。加油，我一定行。#考研#,0,0,0
272,5083016506376498,2786432172,造梦以尝,https://weibo.com/2786432172,09月27日 00:43,墨墨背单词,💢generator💢“站那运它”：不用动就能运输，当然是要靠“发电机”啦！#考研##学习打卡##英语单词#​,,0,1,0
273,5083014666914117,6333941585,禅心云镜,https://weibo.com/6333941585,09月27日 00:36,墨墨背单词,💢defame💢defame谐音“诋毁”#考研##英语#​,,0,0,0
274,5083013932909953,6633726724,马峰的烟嘴,https://weibo.com/6633726724,09月27日 00:33,墨墨背单词,💢putdownto#考研##背单词#​,,0,1,0
275,5083013335745190,7652435415,王也哈哈哈,https://weibo.com/7652435415,09月27日 00:31,墨墨背单词,🏁墨墨背单词打卡Day382💻累计学习单词：4905个📅今日学习单词：200个🕙今日记忆次数：766次🌟今日重点单词：contendv.声称；主张；竞争；争辩#考研#​,,0,1,0
276,5083012496622063,7279204372,十点半睡觉自律总裁,https://weibo.com/7279204372,09月27日 00:28,iPhone客户端,🏁墨墨背单词打卡Day52💻累计学习单词：771个📅今日学习单词：123个🕙今日记忆次数：288次🌟今日重点单词：proficient[形]熟练的；精通的|[名]专家；能手；老手#考研##考研英语#​,,0,1,0
277,5083010114519184,6323563159,老赵家虫子,https://weibo.com/6323563159,09月27日 00:18,墨墨背单词,💢strength💢有实力当着老师面撕卷子！#考研##自律##学习##考研英语#​,,0,1,0
278,5083009917124857,7451863037,人卫九版小书迷,https://weibo.com/7451863037,09月27日 00:17,iPhone客户端,🏁墨墨背单词打卡Day168💻累计学习单词：4333个📅今日学习单词：10个🕙今日记忆次数：20次🌟今日重点单词：susceptibility[名]感受性；易感性#考研##返校季#​,,0,0,0
279,5083009621688731,5843562890,bbh牌巧克力派,https://weibo.com/5843562890,09月27日 00:16,iPhone客户端,💢inaugurate💢一闹great，一闹就伟大了，肯定是开创、就职高位了#考研##考研英语#​,,0,0,0
280,5083007960747078,5452555341,JCRonaldo,https://weibo.com/5452555341,09月27日 00:09,iPhone客户端,💢incur💢incur“引客”：穿着暴露，站在大街上引客容易“招致”警察并“遭受”检查#考研##英语单词#​,,0,1,0
281,5083007667407051,6023618708,aha带你去放羊,https://weibo.com/6023618708,09月27日 00:08,墨墨背单词,🏁墨墨背单词打卡Day127💻累计学习单词：1385个📅今日学习单词：100个🕙今日记忆次数：243次🌟今日重点单词：commonplace[形]普通的；平庸的|[名]平凡的事#考研##英语#​,,0,1,0
282,5083007172742696,6070820326,yatooimw,https://weibo.com/6070820326,09月27日 00:06,iPhone客户端,🏁墨墨背单词打卡Day33💻累计学习单词：614个📅今日学习单词：104个🕙今日记忆次数：250次🌟今日重点单词：liberal[形]开明的；自由主义的；慷慨的|[名]自由主义者；自由党党员#考研##返校季#​,,0,1,0
283,5083006395748797,5887749259,無人区水底,https://weibo.com/5887749259,09月27日 00:03,iPhone客户端,🏁墨墨背单词打卡Day2💻累计学习单词：154个📅今日学习单词：100个🕙今日记忆次数：405次🌟今日重点单词：contagious[形]传染性的；有感染力的#考研##英语#​,,0,1,0
284,5083006014329232,7302761952,tem_pest_,https://weibo.com/7302761952,09月27日 00:02,HUAWEI P50 Pro,1.日期：（2024/09/26）打卡（69）天2.具体学习内容数学：复盘高数所学知识，整理笔记看强化网课，做强化习题专业课：整理个人所得税知识点背国际税收英语：复习单词200个做真题小三门政治：看徐涛强化课3.反思/总结加油！@老生研路@税专433小白学姐​展开,1.日期：（2024/09/26）打卡（69）天2.具体学习内容数学：复盘高数所学知识，整理笔记看强化网课，做强化习题专业课：整理个人所得税知识点背国际税收英语：复习单词200个做真题小三门政治：看徐涛强化课3.反思/总结加油！@老生研路@税专433小白学姐@小白马的粉笔头儿#2025考研##考研##税务专硕##433税务专硕##老生研路学习打卡#考研超话税务专硕超话税务专硕考研大本营超话,0,0,0
285,5083006008299605,7100918063,布丁BubbleJoy,https://weibo.com/7100918063,09月27日 00:02,iPhone客户端,日期：2024/9/26打卡第64天具体学习内容：背诵专业课做税法练习题做数学题背2个单元的单词做英语阅读完形新题型翻译做逻辑练习题听写作课做政治马原题目@老生研路@税专433小白学姐@小白马的粉笔头儿#2025考研##考研##税务专硕##老生研路学习打卡#​,,0,1,0
286,5083005712075958,5216655507,爱吃芒果哈密瓜iii,https://weibo.com/5216655507,09月27日 00:01,墨墨背单词,🏁墨墨背单词打卡Day279💻累计学习单词：7437个📅今日学习单词：201个🕙今日记忆次数：388次🌟今日重点单词：unpretentiousadj.谦逊的；不夸耀的；不矫饰的#考研#​,,0,1,0
287,5083005247294330,6124896478,早起犯困的鸟-晚睡焦虑的猫头鹰,https://weibo.com/6124896478,09月26日 23:59,iPhone客户端,#考研#一人考研全家支持是什么体验婆婆妈为了支持我，从暑假开始，就没有让我带过一岁多的快快；还要帮我解决生活方面的问题老公为了支持我，一方面，从下班就带快快吃喝玩乐；另一方面，为了能让我仅有的五个小时睡眠能高质量一点，晚上单独带宝宝睡另外一个卧室。宝宝为了“支持我”，由开始的黏​展开,#考研#一人考研全家支持是什么体验婆婆妈为了支持我，从暑假开始，就没有让我带过一岁多的快快；还要帮我解决生活方面的问题老公为了支持我，一方面，从下班就带快快吃喝玩乐；另一方面，为了能让我仅有的五个小时睡眠能高质量一点，晚上单独带宝宝睡另外一个卧室。宝宝为了“支持我”，由开始的黏着妈妈到不需要妈妈了，有时候蛮愧疚的，每天除了早上和晚上吃饭时间和宝宝互动，陪伴的时间几乎没有,0,1,0
288,5083005077163144,6489024623,考研的锦鲤,https://weibo.com/6489024623,09月26日 23:58,考研超话,考研超话25教育学考研丹丹#教育学考研##考研##25考研#​,,0,2,1
289,5083004870066953,7502970131,瑶台一只狐,https://weibo.com/7502970131,09月26日 23:57,iPhone客户端,💢furious💢非要瑞儿死。#考研#​,,0,0,0
290,5083004861419129,6493644516,热干面多把榨菜,https://weibo.com/6493644516,09月26日 23:57,iPhone 15 Pro,#考研#​,,0,1,0
291,5083004696793192,6979293266,--平仄--,https://weibo.com/6979293266,09月26日 23:57,iQOO Neo6 强悍操控,2024.9.26（打卡第七十五天）这模考比上次简单好多@老生研路@金融专硕K哥_老生研路@金融专硕K哥的马克笔#2025考研##考研##金融专硕##431金融专硕#​​​,,0,1,1
292,5083004337130140,7832443104,柠鸽昼,https://weibo.com/7832443104,09月26日 23:55,墨墨背单词,💢vessel💢外嗖在外面就馊了所以要在【器皿】里#考研##英语单词#​,,0,1,0
293,5083003876018579,6420286476,楠竹筱雅,https://weibo.com/6420286476,09月26日 23:53,墨墨背单词,💢peculiar💢“皮球脸”，这种脸型是“特殊的，罕见的”。#考研##考研上岸##学习打卡#​,,0,1,0
294,5083003571149053,6605761876,巧克力蛋高1104,https://weibo.com/6605761876,09月26日 23:52,墨墨背单词,💢radical💢ready～扣！准备扣住他，【激进】一点就能【彻底】抓住他#考研##考研英语#​,,0,0,0
295,5083003326041394,6759954649,暴打柠檬顶呱呱,https://weibo.com/6759954649,09月26日 23:51,荣耀V30 PRO 5G,[奋笔疾书][奋笔疾书]9月26号学习打卡✌︎'֊'✌︎'֊'英语：2014年-3；每日一句长难句；英语单词和核心词组回顾复习；复习小作文；总结错题逻辑：19年真题+修改+总结；数学：14年真题+修改+总结+应用题错题本；写作：积累素材。专业课：复习回顾知识。@老生研路@MPAcc会计专硕桃子学姐​展开,[奋笔疾书][奋笔疾书]9月26号学习打卡✌︎'֊'✌︎'֊'英语：2014年-3；每日一句长难句；英语单词和核心词组回顾复习；复习小作文；总结错题逻辑：19年真题+修改+总结；数学：14年真题+修改+总结+应用题错题本；写作：积累素材。专业课：复习回顾知识。@老生研路@MPAcc会计专硕桃子学姐#2025考研##考研##会计专硕#考研超话审计专硕超话MPAcc会计专硕考研大本营超话mpacc超话199管综MPAcc超话199管理类联考超话,0,0,1
296,5083003296940724,7385935278,玥嘟嘟3,https://weibo.com/7385935278,09月26日 23:51,iPhone客户端,在职打工人，考研倒数第85天今天工作很忙，各种开会，但是不要焦虑早上在公交车上睡了一觉太困啦1、高数定积分应用部分强化看完一个小时网课2、高数2014年大题的解答3、完成一个小三门的新题型，并理解解析它4、信号与系统的公示默写#考研##学习日常##今日打卡#​,,0,1,1
297,5083003283574757,6130502073,-卿卿酱,https://weibo.com/6130502073,09月26日 23:51,iPhone客户端,💢composite💢这种合成的复合的东西是“抗破碎的”#考研#​,,0,1,0
298,5083003239795368,5669568705,923Evelyn,https://weibo.com/5669568705,09月26日 23:51,iPhone客户端,2024.9.26打卡77天专业课：税原背诵任务➕测试题一套英语：词组60单词200➕10年二刷数学：优题库概率部分逻辑：近年分类练习—综合推理作文：论说语料政治：1000题@老生研路@税专433小白学姐@小白马的粉笔头儿#2025考研##考研##税务专硕##433税务专硕##老生研路学习打卡#​,,0,0,0
299,5083003233240637,7880067758,啊啊睡觉睡不醒啊_,https://weibo.com/7880067758,09月26日 23:51,iPhone 16 Pro Max,好累啊。真的好累#考研#，看不到希望。​,,0,1,0
300,5083002797297664,7035443577,怪我咯liu,https://weibo.com/7035443577,09月26日 23:49,墨墨背单词,💢integral💢integral因踢个肉因为踢了个肉导致午餐不是（完整的），会扣（积分的）。#学习打卡##考研#​,,0,1,0
301,5083002669630353,6035758195,HSY观音万,https://weibo.com/6035758195,09月26日 23:48,iPhone客户端,💢disruption💢弟是rap神，每次家里都‘混乱’#考研#​,,0,1,0
302,5083001503351254,7626386174,初辞ms,https://weibo.com/7626386174,09月26日 23:44,荣耀100 Pro 写真相机,今天是2024年9月26号，距离25考研还有86天今日完成:1.英语单词复习500+，长难句复习2.政治看课+刷肖10003.英语大作文复习4.法制史一轮背诵5.宪法一轮背诵明日任务:1.英语单词复习500+，长难句练习2.英语真题阅读二刷2.一轮专业课背诵+真题二刷3.专业课APP练题​​4.政治看课+肖1000题5.​展开,今天是2024年9月26号，距离25考研还有86天今日完成:1.英语单词复习500+，长难句复习2.政治看课+刷肖10003.英语大作文复习4.法制史一轮背诵5.宪法一轮背诵明日任务:1.英语单词复习500+，长难句练习2.英语真题阅读二刷2.一轮专业课背诵+真题二刷3.专业课APP练题​​4.政治看课+肖1000题5.作文复习#考研#考研超话#考研#,0,0,0
303,5083000434066296,5853877989,绿色的蔬菜有叶子那种,https://weibo.com/5853877989,09月26日 23:40,微博轻享版,日期：2024/9/26，打卡DAY73，倒计时86时长：≈5.3今日内容：1.数学：强化：向量组2.非税法的税X：无3.税法：消费税4.英语：无5.政治：无6.逻辑：无明日计划：1.税法：刷题，复习⭐2.背税原&国际税⭐3.高数强化⭐抓紧4.逻辑：刷题5.英语：阅读6.政治：事情处理完了，明天开始继续​展开,日期：2024/9/26，打卡DAY73，倒计时86时长：≈5.3今日内容：1.数学：强化：向量组2.非税法的税X：无3.税法：消费税4.英语：无5.政治：无6.逻辑：无明日计划：1.税法：刷题，复习⭐2.背税原&国际税⭐3.高数强化⭐抓紧4.逻辑：刷题5.英语：阅读6.政治：事情处理完了，明天开始继续回归正常学习@老生研路@税专433小白学姐@小白马的粉笔头儿#2025考研##考研##税务专硕#税务专硕超话税务专硕考研大本营超话,0,0,0
304,5083000373774343,7191642486,你好呀小巫女,https://weibo.com/7191642486,09月26日 23:39,墨墨背单词,💢conducive💢能救人--＞有益的candosave#考研英语##考研#​,,0,1,0
305,5082999672013077,5774355326,GReRN__,https://weibo.com/5774355326,09月26日 23:37,墨墨背单词,💢habitual💢''喝杯酒''——习惯每天喝杯酒。#考研##考研英语#​,,0,0,0
